"market","city","name","description","price_range","latitude","longitude"
"Houston, TX",Houston,SaintCharlesStTreats,"$$ • Dessert, Cheesecake",$$,29.7173171,-95.375021
"Houston, TX",Houston,Fiori,"$$ • Spaghetti, Salads",$$,29.733931,-95.3908263
"Houston, TX",Houston,Haily's Twisted Bitez,"$$ • Cupcakes, American",$$,29.7579408,-95.4020537
"Houston, TX",Houston,Wanna French My Toast?,"$$ • French Toast, Waffles",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Cupcake and a Smile,"$$ • Bakery, Cupcakes",$$,29.75861,-95.3654698
"Houston, TX",Houston,Pizzazz Bar and Grill,"$$ • Pizza, Bar and Grill",$$,29.704515,-95.371529
"Houston, TX",Houston,Strato 550,"$$ • American, Sweets",$$,29.7546477,-95.3699192
"Houston, TX",Houston,Happy Hour Taco,"$$ • Mexican, Tacos",$$,29.8019769,-95.4120684
"Houston, TX",Houston,"006 Pizza","$$ • Pizza, Sandwiches",$$,29.7256755,-95.4134988
"Houston, TX",Houston,Pho King Noodle Bar,"$$ • Beer,  Wine & Spirits",$$,29.7708784,-95.408886
"Houston, TX",Houston,Pancake Playhouse,"$$ • Chicken Wings, Fries",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Hot Wing Kitchen,"$$ • Chicken Wings, Fried Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Fruhstuck,"$$ • Breakfast, Waffles",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Uthai Kitchen,"$$ • Thai, Pad Thai",$$,29.7226889,-95.3704827
"Houston, TX",Houston,threestooges,"$$ • Dumplings, Fried Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Swamp Chicken Cloud,"$$ • Chicken Wings, Seafood",$$,29.7162278,-95.4146429
"Houston, TX",Houston,Chickwich,"$$ • Chicken Tenders, Sandwich",$$,29.7588659,-95.363778
"Houston, TX",Houston,Wolfsmiths Grill,"$$ • Breakfast, Tacos",$$,29.8095351,-95.4096224
"Houston, TX",Houston,Folk Thai Kitchen,"$$ • Thai, Curry",$$,29.7577371,-95.3649227
"Houston, TX",Houston,Fabulous Falafel,"$$ • Fast Food, Beef",$$,29.7425583,-95.4027291
"Houston, TX",Houston,Cassidy's Mesquite Kitchen,"$$ • American, Breakfast",$$,29.7575435,-95.3652497
"Houston, TX",Houston,Sunny and Fine's Breakfast Burrito,"$$ • Breakfast Burrito, Coffee & Tea",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Grisbys Gras,$ • Seafood,Unknown,29.6984844,-95.3843851
"Houston, TX",Houston,Frjtz,"$$ • Burgers, Brunch",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Brasserie du Parc,"$$ • Sandwiches, Desserts",$$,29.7537,-95.361563
"Houston, TX",Houston,Fine Chocolate Club,"$$ • Chocolates, Dessert",$$,29.7226889,-95.3704827
"Houston, TX",Houston,The Nacho Dispensary,"$$ • Mexican, Nachos",$$,29.752163,-95.3544173
"Houston, TX",Houston,OhLaLa! French Toast,"$$ • French Toast, Bacon Egg & Cheese",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Luigi's Cucina Italiana,$$$ • Italian,$$$,29.7375984,-95.4265245
"Houston, TX",Houston,Taiga Houston,"$$ • Brunch, Chicken",$$,29.7437558,-95.3771472
"Houston, TX",Houston,Richboy Po’boy,"$$ • Food Trucks, Sandwich",$$,29.7269678,-95.4368277
"Houston, TX",Houston,Hooper's Store,"$$ • Convenience, Grocery",$$,29.7839344,-95.4125173
"Houston, TX",Houston,Craize,$$ • Snacks,$$,29.7226889,-95.3704827
"Houston, TX",Houston,Southside Flying Pizza,"$$ • Italian, Pizza",$$,29.7579527,-95.3473058
"Houston, TX",Houston,The Address,$$ • Bar and Grill,$$,29.7020467,-95.3733038
"Houston, TX",Houston,A & O Master Pizza,"$$ • Pizza, Chicken Wings",$$,29.7766003,-95.3607326
"Houston, TX",Houston,King Coney Chili Dogs,$$ • Fast Food,$$,29.7835143,-95.3428952
"Houston, TX",Houston,Zero's Sandwich Shop,"$$ • Sandwich, Lunch",$$,29.7553945,-95.3643838
"Houston, TX",Houston,Sizzles,"$ • Burgers, Fries",$,29.7162278,-95.4146429
"Houston, TX",Houston,Louisiana Famous Fried Chicken & Seafood,"$$ • Chicken, Seafood",$$,29.7016102,-95.3645752
"Houston, TX",Houston,Broasty Fried Chicken,$$ • Burgers,$$,29.7724617,-95.4098678
"Houston, TX",Houston,Pioneer Dreams Eats,"$$ • American, Shrimp",$$,29.7280128,-95.3710347
"Houston, TX",Houston,Good Dog,$ • Hot Dogs,$,29.7875117,-95.38798
"Houston, TX",Houston,Grisbys Gras,"$$ • African, Seafood",$$,29.7493568,-95.355481
"Houston, TX",Houston,Johnny's Good Burger,"$$ • Fries, Chocolates",$$,29.7662149,-95.3648839
"Houston, TX",Houston,La Lucha,"$$ • Seafood, Chicken",$$,29.8019299,-95.4109715
"Houston, TX",Houston,Bungalow Heights,"$$ • Brunch, Salads",$$,29.8032962,-95.4183169
"Houston, TX",Houston,Malibu Breakfast,"$$ • Breakfast, Pancakes",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Tacos Xilitla,"$$ • Mexican, Burritos",$$,29.7844909,-95.3356188
"Houston, TX",Houston,Crepe Express,"$$ • Creperies, Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Munchie Grill Inc,"$$ • burger, Seafood",$$,29.7013346,-95.3490428
"Houston, TX",Houston,RicoRito,"$$ • Mexican, Burritos",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Bauhaus Restaurant,"$$ • German, Burgers",$$,29.7475356,-95.3617749
"Houston, TX",Houston,Cooking with Flavour LLC,"$$ • Breakfast, Snacks",$$,29.7330806,-95.4433946
"Houston, TX",Houston,The Hot Italian,"$$ • Italian, Sandwiches",$$,29.7339566,-95.40682
"Houston, TX",Houston,THE GREEDY CHICKEN,"$$ • Chicken, Chicken Wings",$$,29.7829772,-95.4360986
"Houston, TX",Houston,Kings Korner,"$$ • American, Seafood",$$,29.73152,-95.367684
"Houston, TX",Houston,Oavie Oats,"$$ • Gourmet, Breakfast",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Pat Greer's Kitchen,"$$ • Dessert, Cookies",$$,29.7557126,-95.3870433
"Houston, TX",Houston,Hank and pilot’s Kitchens DNA,"$$ • Seafood, Fries",$$,29.7632032,-95.361918
"Houston, TX",Houston,Mantra,"$$ • Pizza, Vegan",$$,29.7353781,-95.3810333
"Houston, TX",Houston,Intermission Cafe,"$$ • Cafe, Breakfast",$$,29.8134143,-95.3593325
"Houston, TX",Houston,DELETE - GRAVEYARD,"$$ • Restaurants, Chinese",$$,29.7340443,-95.3985771
"Houston, TX",Houston,Olive & Twist,"$$ • Bar and Grill, Pizza",$$,29.7343194,-95.4205879
"Houston, TX",Houston,Exquizitlicious,"$$ • Salads, Seafood",$$,29.696232,-95.3379274
"Houston, TX",Houston,BOIL BAR DELUXE,"$$ • Seafood, Burgers",$$,29.7291374,-95.3762359
"Houston, TX",Houston,The Ocean Boss,"$$ • Seafood, Sandwich",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Treats Of Mexico,"$$ • Shaved Ice, Ice Cream & Frozen Yogurt",$$,29.734616,-95.330998
"Houston, TX",Houston,Salads Here,"$$ • Salad, Vegetarian",$$,29.7339566,-95.40682
"Houston, TX",Houston,Groat,"$$ • chips, Hamburgers",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Tamale-Fix,"$$ • American, Dessert",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Gulf Coast Distillers,"$$ • Chicken, Burgers",$$,29.7615389,-95.3108222
"Houston, TX",Houston,Cauliflower Pizzeria,"$$ • Italian, Salads",$$,29.7520496,-95.3772174
"Houston, TX",Houston,Paladora,"$$ • Salads, Pizza",$$,29.7100524,-95.4009482
"Houston, TX",Houston,Zen Japanese Izakaya,"$$ • Japanese, Sushi",$$,29.7476579,-95.4103002
"Houston, TX",Houston,Open Baar,$$ • Tapas/Small Plates,$$,29.7226889,-95.3704827
"Houston, TX",Houston,Riel,"$$ • American, Ukrainian",$$,29.7445447,-95.4048972
"Houston, TX",Houston,El Kourmet,"$$ • Venezuelan, Salads",$$,29.7162278,-95.4146429
"Houston, TX",Houston,Kaytee’s Banh Mi,"$$ • Vietnamese, Sandwiches",$$,29.7531497,-95.3875147
"Houston, TX",Houston,C.R. Wieners,"$$ • Burgers, Hot Dogs",$$,29.7409033,-95.3746326
"Houston, TX",Houston,Sozhou Chinese Cuisine,"$$ • Chinese, Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,"IPC, Italian Panini Company","$$ • Italian, Sandwiches",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Sugar & Ice,"$$ • Ice Cream, Dessert",$$,29.8121064,-95.3538349
"Houston, TX",Houston,The Funnel Cake House-,"$$ • Cakes, Cheesecake",$$,29.7012771,-95.3650802
"Houston, TX",Houston,Simone on Sunset,"$$ • Pizza, Tacos",$$,29.723347,-95.415798
"Houston, TX",Houston,Greens N Thingz,"$$ • Salads, Kebabs",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Priceless Pizza,"$$ • Salad, Italian",$$,29.7339566,-95.40682
"Houston, TX",Houston,Big Don's Kitchen,"$$ • American, Seafood",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Morning After Burgers,"$$ • Burgers, Breakfast",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Flava food truck #2,"$$ • Seafood, Tacos",$$,29.6986562,-95.3859902
"Houston, TX",Houston,Soul Ties,"$$ • Soul Food, Fried Rice",$$,29.7017474,-95.3679856
"Houston, TX",Houston,T's Time,"$$ • Milk Tea, Boba",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Z pita Mediterranean Grill,"$$ • Mediterranean, Sandwiches",$$,29.7829772,-95.4360986
"Houston, TX",Houston,Griff’s Irish Pub,"$$ • Burgers, Sandwiches",$$,29.7416008,-95.3902333
"Houston, TX",Houston,Jezebel's Table Southern Cooking,"$$ • American, Burgers",$$,29.7226889,-95.3704827
"Houston, TX",Houston,PescaCiao (Houston),"$$ • Seafood, Shrimp",$$,29.7095318353952,-95.3817586423723
"Houston, TX",Houston,Scott Gertner's Rhythm Room,"$$ • Seafood, Sandwiches",$$,29.76084,-95.4172734
"Houston, TX",Houston,Rustika Cafe & Bakery,"$$ • American, Mexican",$$,29.7288524,-95.4296319
"Houston, TX",Houston,Loaded Chick'n Tenders,"$$ • Sweet & Spicy Chicken, Spicy Chicken",$$,29.7588659,-95.363778
"Houston, TX",Houston,Hood Hibachi,"$$ • Teriyaki, Chicken",$$,29.7339652,-95.4110339
"Houston, TX",Houston,Humphries Homestyle Kitchen,"$$ • Mexican, Tacos",$$,29.7479873,-95.390131
"Houston, TX",Houston,Sizzling Gyro,"$$ • Mediterranean, Gyro",$$,29.7425473,-95.4027209
"Houston, TX",Houston,Heads & Tails,"$$ • Tacos, Seafood",$$,29.7829772,-95.4360986
"Houston, TX",Houston,Just Falafel,"$$ • Healthy, Chicken",$$,29.7578340460963,-95.3703514854578
"Houston, TX",Houston,Helen Greek Food & Wine,$$ • Greek,$$,29.7171777,-95.4160622
"Houston, TX",Houston,Agnes Cafe,"$$ • Breakfast & Brunch, Coffee",$$,29.7256652,-95.4103434
"Houston, TX",Houston,Vic & Anthony's Steakhouse,"$$ • American (New), Steakhouses",$$,29.7570544,-95.3581768
"Houston, TX",Houston,Bouray's Burrito Bar,"$$ • Mexican, Noodles",$$,29.755881,-95.3700505
"Houston, TX",Houston,Khyber North Indian Grill,"$$ • Indian, Vegetarian",$$,29.734412,-95.417118
"Houston, TX",Houston,Krab Kingz Seafood,"$$ • Seafood, Shrimp",$$,29.7016102,-95.3645752
"Houston, TX",Houston,The Savoy Icehouse,"$$ • Chicken Wings, Quesadillas",$$,29.7268747,-95.3712799
"Houston, TX",Houston,MYKUNA LATIN ASIAN CUISINE,"$$ • Desserts, Grill",$$,29.7829772,-95.4360986
"Houston, TX",Houston,Christy's Donuts,"$$ • Kolaches, Donuts",$$,29.7529896,-95.392387
"Houston, TX",Houston,Burger Kitchen,"$$ • American, Burgers",$$,29.7226889,-95.3704827
"Houston, TX",Houston,MY HOT PI,$$ • Pizza,$$,29.732111,-95.2960189
"Houston, TX",Houston,meshiko sushi,"$$ • Tacos, Rolls",$$,29.7829772,-95.4360986
"Houston, TX",Houston,EUREKA HEIGHTS BREW CO.,"$$ • Breweries, Alcohol",$$,29.801951,-95.4164341
"Houston, TX",Houston,The Ultimate Kitchen,"$$ • Chicken, Dessert",$$,29.7063456,-95.3437366
"Houston, TX",Houston,Piper's Burger,"$$ • American, Burgers",$$,29.8077125,-95.4104398
"Houston, TX",Houston,Kung Pao Kitchen / KPK,"$$ • Chicken, Seafood",$$,29.73817,-95.361725
"Houston, TX",Houston,Kid Kreole Kooking,"$$ • Seafood, Breakfast",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Gotti's Restaurant & Bar,"$$ • Dessert, Burgers",$$,29.752163,-95.3544173
"Houston, TX",Houston,Taste ToGo,"$$ • Breakfast and Lunch, American",$$,29.6998356,-95.3767472
"Houston, TX",Houston,La Taquiza (Tacos & Tortas),"$$ • Mexican, Tacos",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Btch Don't Grill My Cheese,"$$ • Breakfast, Grilled Cheese",$$,29.752163,-95.3544173
"Houston, TX",Houston,Rare Restaurant & Lounge,"$$ • Sandwiches, French Toast",$$,29.7697691,-95.4023609
"Houston, TX",Houston,Nourish Cooking Co.,"$$ • Healthy, Salads",$$,29.7687956,-95.4107475
"Houston, TX",Houston,FREAKING GOOD PIZZA,"$$ • Pizza, Italian",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Roman,"$$ • Vitamins, Healthy",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Wing Squad,"$$ • Chicken Wings, Fried Chicken",$$,29.7700994,-95.3817322
"Houston, TX",Houston,CauliWingz,"$$ • Chicken Wings, Fries",$$,29.7277045,-95.3853052
"Houston, TX",Houston,Wing King,"$$ • Chicken Wings, Sandwiches",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Scooped Cookie Dough Bar,"$$ • American, Cookies",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Sozhou Chinese Cuisine,"$$ • Chinese, Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Acai Aura,"$$ • Acai Bowls, Toast",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Boheme,"$$$ • American, Brunch",$$$,29.7480668,-95.3860611
"Houston, TX",Houston,La fiesta resturant & cantina,"$$ • Mexican, Tacos",$$,29.7763934,-95.387658
"Houston, TX",Houston,ElementsHTX Kitchen at Cottonwood,"$$ • American (Traditional), Sandwiches",$$,29.8182893,-95.4099701
"Houston, TX",Houston,Nestle Toll House Cafe,"$$ • Bakery, Pastries",$$,29.7328342,-95.4317021
"Houston, TX",Houston,Not Jus' Donuts Bakery,"$ • Bakery, Cakes",$,29.7417075,-95.359496
"Houston, TX",Houston,chocolatestrawberry.shop,"$$ • Takeout, Snacks & Sweets",$$,29.7339566,-95.40682
"Houston, TX",Houston,Arabella Mediterranean Kitchen + Grill,"$$ • Roast Beef, Beef",$$,29.7662149,-95.3648839
"Houston, TX",Houston,Jonny's Jambalaya Shack,$$,$$,29.77366,-95.3268551
"Houston, TX",Houston,Catering by Bullritos,"$$ • Tex-Mex, Burritos",$$,29.7580582,-95.3659038
"Houston, TX",Houston,Las Tarascas Street Tacos,"$$ • Mexican, Quesadillas",$$,29.7984187,-95.3687874
"Houston, TX",Houston,The Original OKRA Charity Saloon,$$ • Pizza,$$,29.7623759,-95.3612361
"Houston, TX",Houston,Xochi,$$ • Dessert,$$,29.7546087,-95.3588409
"Houston, TX",Houston,Brenner's Steakhouse,"$$ • Steakhouses, Steak",$$,29.7595319,-95.4198769
"Houston, TX",Houston,Emma's Kitchen,"$$ • Mexican, Breakfast",$$,29.7439049,-95.3645547
"Houston, TX",Houston,El Pueblito Patio,"$$ • Mexican, Enchiladas",$$,29.7340335,-95.3986261
"Houston, TX",Houston,Da Chicken Joint,"$$ • American, Chicken Tenders",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Gregory's Deli,"$$ • Deli, Wraps",$$,29.7518299,-95.3735034
"Houston, TX",Houston,Fresh Healthy Cafe,$,Unknown,29.7577092,-95.3706991
"Houston, TX",Houston,Buca di Beppo,"$$ • Italian, Pizza",$$,29.7269492,-95.42832
"Houston, TX",Houston,Frankie's Authentic Brooklyn Pizza,$ • Pizza,Unknown,29.8025202,-95.4130386
"Houston, TX",Houston,Pixza Pizza & Cafe Del Beso,"$$ • Cafe, Coffee & Tea",$$,29.7376188,-95.3089171
"Houston, TX",Houston,Juan's Tortas Snob,"$$ • Mexican, Tortas",$$,29.7226889,-95.3704827
"Houston, TX",West University Place,El Topo,"$$ • Tacos, Ceviche",$$,29.7161587,-95.4335931
"Houston, TX",Houston,Mister Tucan,"$$ • Mexican, Breakfast",$$,29.7943666,-95.3417685
"Houston, TX",Houston,Brother's Pizzeria,"$$ • Pizza, Italian",$$,29.8216071,-95.4098174
"Houston, TX",Houston,Roka Akor,"$$$ • Rolls, Japanese",$$$,29.7385734,-95.4411742
"Houston, TX",Houston,Thai Cafe (Franklin St),"$$ • Noodles, Lunch",$$,29.7633403,-95.3602408
"Houston, TX",Houston,Hemisferio,"$$ • Latin American, Tacos",$$,29.7463733,-95.3520263
"Houston, TX",Houston,Maison Pucha Bistro,"$$ • Pickup, Takeout",$$,29.7891736,-95.3880214
"Houston, TX",Houston,French Gourmet Bakery,"$$ • Bakery, Cakes",$$,29.7427812,-95.4150014
"Houston, TX",Houston,Chouquette Chocolates,$$ • Chocolates,$$,29.7226889,-95.3704827
"Houston, TX",Houston,The Taco Company,$$ • Mexican,$$,29.8122484,-95.4127793
"Houston, TX",Houston,Premium Draught,"$$ • Alcohol, Beer",$$,29.7674563,-95.3933955
"Houston, TX",Houston,Who Dat Dshop,"$$ • Healthy Smoothies, Smoothies",$$,29.7021228,-95.3564459
"Houston, TX",Houston,Chow Chao Fusion,$$ • Asian Fusion,$$,29.7537691,-95.3993483
"Houston, TX",Houston,eado food and drink,"$$ • Mexican, Chicken",$$,29.7612746,-95.379447
"Houston, TX",Houston,Que Bola Cuban Bodega,"$$ • Cuban, Sandwiches",$$,29.8227745,-95.3609249
"Houston, TX",Houston,The Village Bakery,"$$ • Cookies, Bakery",$$,29.725118,-95.416632
"Houston, TX",Houston,$9 Halal Pizza,"$$ • Halal, Fast Food",$$,29.7339566,-95.40682
"Houston, TX",Houston,Mingo's Latin Kitchen,"$$ • Latin American, Seafood",$$,29.7780664,-95.3519516
"Houston, TX",Houston,Nrgize Inside of LA Fitness,"$$ • Takeout, Sandwich",$$,29.7342491,-95.4389167
"Houston, TX",Houston,taco c,"$$ • Mexican, Tacos",$$,29.7318202,-95.4182759
"Houston, TX",Houston,Heavens Chicken Wings,"$$ • American, Chicken Wings",$$,29.7339566,-95.40682
"Houston, TX",Houston,Cheesesteak Hub,"$$ • Cheesesteaks, Burgers",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Home Chef:  Chef Mack,"$$ • Nigerian, Chicken",$$,29.7363494,-95.4349116
"Houston, TX",Houston,Honeychild's Sweet Creams,$,Unknown,29.7828867,-95.4074541
"Houston, TX",Houston,Five Central,$$ • Pizza,$$,29.7414795,-95.4214267
"Houston, TX",Houston,Karma Burger,"$$ • Hamburgers, Cheeseburger",$$,29.7588516,-95.3637828
"Houston, TX",Houston,Robert Irvine's American Heroes,"$$ • American, Sandwiches",$$,29.8031918,-95.401228
"Houston, TX",Houston,Taqueria El Rojo Loco,"$$ • Mexican, Tacos",$$,29.7942909,-95.3408491
"Houston, TX",Houston,Nestlé Toll House Café by Chip - The Tunnels,"$$ • Coffee, Cakes",$$,29.7573817,-95.3650996
"Houston, TX",Houston,Goode Co Armadillo Palace,"$$ • Salads, Sandwiches",$$,29.727393,-95.418325
"Houston, TX",Houston,Chicken Shawarma Lab,"$$ • Shawarma, Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Starbucks,"$$ • Coffee, Cafe",$$,29.7505562,-95.3747082
"Houston, TX",Houston,Smoothie King,"$$ • Vegan, Vegetarian Friendly",$$,29.7755495,-95.3826244
"Houston, TX",Houston,Russo's New York Pizzeria & Italian Kitchen,"$$ • Italian, Pizza",$$,29.781296,-95.388991
"Houston, TX",Houston,Freaking Good Pizza,"$$ • Pizza, Italian",$$,29.7413446,-95.3422973
"Houston, TX",Houston,We Dat's Chicken and Shrimp,"$$ • Fast Food, Seafood",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Common Bond Bistro & Bakery,"$$ • Lunch, Pastries",$$,29.7598214,-95.3646962
"Houston, TX",Houston,Macology,"$$ • Salads, Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Da Chicken Coop HTX,"$$ • Soul Food, Chicken Wings",$$,29.7226889,-95.3704827
"Houston, TX",Houston,One Fannin Cafe,"$$ • Deli, Cafe",$$,29.6943944,-95.4009528
"Houston, TX",Houston,Mr Cluckers,"$$ • Chicken, Chicken Tenders",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Hot Chx Nashville Hot Chicken,"$$ • Hot Spicy Chicken, Fries",$$,29.7414795,-95.4214267
"Houston, TX",Houston,Chick-fil-A,"$ • Chicken, American",$,29.7550315,-95.3621224
"Houston, TX",Houston,Subway,"$$ • Sandwiches, Salads",$$,29.7575786,-95.3688454
"Houston, TX",Houston,sweetgreen,"$$ • Salad, Healthy",$$,29.758285,-95.3647591
"Houston, TX",Houston,Schlotzsky's,"$ • Sandwiches, Salads",$,29.7589402131098,-95.3654737140278
"Houston, TX",Houston,Jason's Deli,"$ • Salads, Sandwiches",$,29.7576514187571,-95.3655339746472
"Houston, TX",Houston,Little Caesars Pizza,"$$ • Pizza, Deep Dish Pizza",$$,29.7366795,-95.3070036
"Houston, TX",Houston,Corner Bakery Cafe,"$ • Brunch, American",$,29.7568949,-95.3656831
"Houston, TX",Houston,Potbelly Sandwich Shop,"$$ • Catering, Sandwich",$$,29.7567954,-95.3659038
"Houston, TX",Houston,Salata,"$$ • Salad, Salads",$$,29.7578340460963,-95.3703514854578
"Houston, TX",Houston,Barnaby's Cafe,"$$$ • Dinner, Burgers",$$$,29.7633057,-95.3620762
"Houston, TX",Houston,MrBeast Burger,"$$ • Burgers, American",$$,29.7439049,-95.3645547
"Houston, TX",Houston,Kolache Factory [Corporate-7290],"$$ • Lunch, Pastries",$$,29.7423855,-95.409955
"Houston, TX",Houston,JINYA Ramen Bar,"$$ • Ramen, Chicken",$$,29.7427083,-95.3797071
"Houston, TX",Houston,Boise Bill's,"$$ • Chicken, Fast Food",$$,29.7575804,-95.3654975
"Houston, TX",Houston,Super Mega Dilla,"$$ • American, Mexican",$$,29.7765375,-95.4272175
"Houston, TX",Houston,Stack's Sandwich Shop,"$$ • Fast Food, Sandwiches",$$,29.7575804,-95.3654975
"Houston, TX",Houston,Thrilled Cheese,"$$ • Sandwiches, Grilled Cheese",$$,29.7765375,-95.4272175
"Houston, TX",Houston,Antonio's Quesadilla Shack,"$$ • Mexican, Quesadillas",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Mexicana Breakfast Lab,"$$ • Pancakes, Chilaquiles",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Taco Paradiso,"$$ • Mexican, Tacos",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Charlie's Chicken Wings,"$$ • Cheeseburger, Burgers",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Dirty Fingers,"$$ • American, Hot Dogs",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Barn's Burgers & Melts,"$$ • Fries, Grilled Cheese",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Chicken Shawarma Lab,"$$ • Shawarma, Chicken",$$,29.7179125,-95.3154376
"Houston, TX",Houston,Sticky's Chicken,"$$ • Chicken, Chicken Wings",$$,29.7701293,-95.3817043
"Houston, TX",Houston,Pink's Pizza,"$$ • Italian, Pizza",$$,29.7709656,-95.4146004
"Houston, TX",Houston,Wokker HTX,"$$ • Noodles, Asian",$$,29.8046043,-95.3815081
"Houston, TX",Houston,Abu Omar Halal,"$$ • Middle Eastern, Shawarma",$$,29.760042,-95.362112
"Houston, TX",Houston,Luv Birds HTX,"$$ • Fried Chicken, Sandwiches",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Lord of the Wings HTX,"$$ • Chicken Wings, Chicken Tenders",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Granny Jean's Wings and Things,"$$ • Black-Owned, Black Owned",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Mademoiselle Louise,$,Unknown,29.7511136,-95.3692153
"Houston, TX",Houston,Niko Niko's,"$$ • Greek, American",$$,29.7464826,-95.3921964
"Houston, TX",Houston,Daddy's Chicken Shack,"$$ • Pickup, Takeout",$$,29.7908724,-95.4096437
"Houston, TX",Houston,Andes Cafe,"$$ • Cafes, Peruvian",$$,29.7583457,-95.3462892
"Houston, TX",Houston,Sushi from Kroger by Snowfox,"$$ • Sushi, Asian",$$,29.7541918,-95.4055722
"Houston, TX",Houston,FABP Fabulous Pizza,"$$ • Pizza, Italian",$$,29.8025202,-95.4130386
"Houston, TX",Houston,Da WingMan,"$$ • Chicken Wings, Chicken",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Just Wing It!,"$$ • Chicken Wings, Chicken Tenders",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Luv Me Tenders,"$$ • Chicken Wings, Chicken Tenders",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Alabama Fried HTX,$$,$$,29.7226889,-95.3704827
"Houston, TX",Houston,General Wow's Chinese,"$$ • Asian Fusion, Chinese",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Blazin' Bamboo,"$$ • Asian, Noodles",$$,29.7226889,-95.3704827
"Houston, TX",Houston,CantonEats,"$$ • Cantonese, Noodles",$$,29.7226889,-95.3704827
"Houston, TX",Houston,The Herb “N” Kitchen,"$$ • Chicken, Waffles",$$,29.7206076287575,-95.3695492374343
"Houston, TX",Houston,Frank's Americana Revival,"$$$ • American, Steakhouses",$$$,29.7420049,-95.4399871
"Houston, TX",Houston,Chef Burger,"$$ • Burgers, Sweets",$$,29.7226889,-95.3704827
"Houston, TX",Houston,First Watch,"$$ • Pickup, American (New)",$$,29.7750788,-95.3875446
"Houston, TX",Houston,Da Chicken Lab LLC -,"$$ • Seafood, Chicken Wings",$$,29.7404489,-95.3607298
"Houston, TX",Houston,Pizza Mind,"$$ • Italian, Pizza",$$,29.7534259,-95.3828514
"Houston, TX",Houston,Califlower Pizza,"$$ • Pizza, Healthy",$$,29.7226889,-95.3704827
"Houston, TX",Houston,ROULÈ Belly A Divine Taste Of Haiti,"$$ • Haitian, Curry",$$,29.7226889,-95.3704827
"Houston, TX",Houston,Fuddruckers,"$$ • Dinner, Lunch",$$,29.711993,-95.3813178
"Houston, TX",Sugar Land,Black Pulse,"$$ • Soul Food, Chicken Wings",$$,29.7440596,-95.3921252
"Houston, TX",Houston,Delicias Maya,"$ • Mexican, Tacos",$,29.7849794,-95.3880885
"Houston, TX",Houston,Murphy's Deli,"$$ • Deli, Breakfast",$$,29.7591146,-95.3676617
"Houston, TX",Houston,Chipotle,"$$ • Mexican, Tacos",$$,29.7463985,-95.376493
"Houston, TX",Houston,Mendocino Farms,"$$ • Sandwiches, Salads",$$,29.7828867,-95.4074541
"Houston, TX",Houston,Potbelly Sandwich Shop,"$$ • Catering, Sandwich",$$,29.7547627,-95.3626334
